s_sat,T_sat
425.9798441945879,474.39127324827973
427.2379794370395,474.61805530569046
428.49290338724103,474.84416149664787
429.7446432350293,475.0695964413019
430.9932259189167,475.29436471010854
432.23867813042006,475.51847082455635
433.48102631831944,475.7419192578799
434.72029669284154,475.96471443575825
435.9565152297862,476.18686073700286
437.1897076745869,476.40836249423177
438.41989954630424,476.6292239945318
439.64711614156215,476.84944948010855
440.871382538425,477.0690431489254
442.0927236002144,477.28800915532986
443.31116397926996,477.50635161066975
444.5267265956287,477.72407431081115
445.7394388966824,477.9411818571123
446.9493232274304,478.1576779315867
448.1564034343485,478.3735664797993
449.36070317080504,478.58885140720844
450.56224590053597,478.8035365797225
451.76105490105914,479.01762582424493
452.9571532670525,479.2311229292114
454.1505639136811,479.44403164511584
455.34130957988447,479.6563556850288
456.5294128316235,479.8680987251063
457.7148960650804,480.079264405089
458.89778150982164,480.2898563287939
460.07809123192794,480.49987806459706
461.25584713707497,480.7093331459075
462.43107097360377,480.9182250716364
463.6037843355077,481.1265573066506
464.7740086654568,481.3343332822297
465.94176525773554,481.54155639650753
467.1070752610925,481.7482300148958
468.2699596817736,481.9543574705363
469.4304393862745,482.1599420647046
470.58853510420863,482.3649870672297
471.74426743110985,482.56949571690154
472.8976568312193,482.7734712218726
474.04872364024527,482.9769167600532
475.19748806795,483.1798354794751
476.3439702011914,483.38223049872863
477.4881900063282,483.5841049072912
478.63016733197446,483.7854617659114
479.7699219116423,483.98630410697166
480.9074733663731,484.1866349348466
482.0428412073414,484.38645722625415
483.1760448384518,484.58577393060216
484.3071035589269,484.7845879703313
485.4360365658565,484.98290224124855
486.5628629574077,485.1807196129657
487.68760173217845,485.37804292870214
488.81027179749003,485.57487500655253
489.93089196697775,485.7712186389929
491.04948096504006,485.96707659351097
492.16605742905466,486.1624516128659
493.28063991187304,486.3573464153902
494.3932468842883,486.5517636952845
495.5038967375156,486.74570612290984
496.61260778564844,486.93917634507375
497.71939826813275,487.1321769853143
498.8242863522171,487.324710644177
499.92729013541754,487.5167798994906
501.02842764796344,487.70838730663496
502.12771685526815,487.89953539880986
503.2251756603797,488.09022668729574
504.32082190644087,488.2804636617122
505.4146733791695,488.47024879027504
506.5067478093438,488.65958452004975
507.597062881622,488.84847327821416
508.68563620734346,489.0369174675529
509.7724853793057,489.22491947506603
510.85762793107966,489.41248166529317
511.9410813554663,489.5996063831003
513.0228631053905,489.7862959536493
514.1029905962846,489.9725526826012
515.1814812086177,490.15837885633664
516.2583522904491,490.34377674217524
517.3336211599902,490.5287485885905
518.4073051082049,490.7132966254247
519.4794214014142,490.8974230640983
520.549987283921,491.08113009781727
521.6190199806648,491.26441990177756
522.6865366998898,491.44729463336597
523.7525546358455,491.6297564323595
524.8170909715113,491.81180742112053
525.8801628813446,491.9934497047903
526.9417875340673,492.17468537147954
528.0019820954736,492.3555164924557
529.0607643024167,492.53594521073364
530.1181502121664,492.7159733922716
531.1741575398893,492.8956031427909
532.22880346839,493.07483646799903
533.2821051921121,493.25367535765804
534.3340799201598,493.4321217857546
535.3847448794429,493.610177710681
536.4341173177013,493.7878450753871
537.482214506744,493.96512580755643
538.5290537456576,494.1420218197669
539.5746523640855,494.318535009652
540.6190277255548,494.49466726005926
541.6621972308792,494.67042043920856
542.7041783215958,494.8457964008449
543.7449884834947,495.0207969843925
544.7846452501936,495.19542401510546
545.8231662067875,495.3696793042146
546.8605689935786,495.5435646490766
547.8968713098693,495.7170818333168
548.9320909178444,495.8902326269728
549.9662456465322,496.063018786636
550.9993533958443,496.235442055589
552.0314321407227,496.4075041639451
553.0624999353556,496.5792068287814
554.0925749175126,496.7505517542744
555.1216753129762,496.9215406318316
556.149819440063,497.0921751402202
557.1770257142854,497.26245694569843
558.2033134129795,497.4323878278858
559.2286995665584,497.60196916450843
560.2532037519841,497.77120272435036
561.2768448217548,497.94009012477915
562.2996417506663,498.1086329712785
563.3216136412226,498.27683285756785
564.3427797291978,498.44469136571826
565.3631593893606,498.6122100662694
566.3827721413426,498.77939051834164
567.4016376556991,498.94623426975073
568.4197757601268,499.11274285711727
569.4372064458822,499.27891780597844
570.4539498743762,499.4447606308948
571.4700263839925,499.6102728355595
572.4854564970909,499.77545591290243
573.5002609272522,499.9403113451962
574.5144605867431,500.1048406041598
575.5280765947789,500.26904515113705
576.5411302831164,500.43292643686993
577.5536432080146,500.5964859021178
578.5656371560884,500.75972497738854
579.5771341537816,500.9226450831318
580.5881564764941,501.08524762984104
581.5987266579589,501.24753401814496
582.6088674999742,501.4095056389018
583.6186020824797,501.57116387329194
584.6279537739919,501.73251009290806
585.6369462424415,501.89354565984894
586.6456034663744,502.0542719268051
587.653949746608,502.2146902371501
588.6620097183019,502.3748019250264
589.6698083635015,502.53460831543197
590.6773710241691,502.69411072430626
591.6847234157168,502.85331045861346
592.6918916410789,503.0122088164269
593.6989022053535,503.17080708701116
594.7057820310177,503.3291065509019
595.7125584737964,503.4871084799887
596.7192593391575,503.64481413759216
597.7259128995348,503.8022247785457
598.7325479122394,503.9593416492701
599.7391936381717,504.1161659878516
600.7458798613336,504.2726990241184
601.7526369091988,504.4289419797153
602.7594956739829,504.58489606817716
603.7664876348824,504.7405624950037
604.7736448813077,504.89594245773145
605.7810001371939,505.0510371460048
606.7885867864567,505.2058477416493
607.796438899612,505.3603754187404
608.804591261697,505.5146213436729
609.8130794015401,505.6685866752334
610.8219396224571,505.82227256466956
611.8312090343969,505.9756801557515
612.8409255878217,506.12881058484794
613.8511281092665,506.2816649809981
614.8618564464906,506.4342444787908
615.8731510629435,506.58655016550176
616.8850537620592,506.738583162538
617.897607270288,506.8903445705448
618.9108553916539,507.041835482476
619.9248430617694,507.1930569843288
620.9396163997496,507.3440101553071
621.955222761466,507.4946960678087
622.9717107962376,507.6451157874574
623.989130506933,507.7952703731533
625.0075333136483,507.94516087712896
626.0269721211242,508.094788345006
627.0475013902504,508.2441538158564
628.0691772138586,508.3932583222586
629.0920573972058,508.54210289035797
630.1162015434621,508.6906885399247
631.1416711446042,508.8390162844129
632.1685308184116,508.9870872526851
633.1968439986571,509.1349022171931
634.2266794521746,509.2824622805124
635.2581072577871,509.42976843126644
636.2911999345018,509.57682165200447
637.3260325752013,509.7236229192493
638.3626829897609,509.8701732035514
639.4012318583151,510.01647346953524
640.4417628956762,510.1625246759511
641.4843630278297,510.3083277757229
642.5291225816501,510.4538837159963
643.5761354890718,510.5991934381865
644.6254982943495,510.74425771071344
645.6773154037044,510.8890778211608
646.7316915617262,511.033654501047
647.7887375045487,511.17798866964085
648.8485688645344,511.32208124068336
649.9113064945469,511.4659331222895
650.9770768284264,511.6095452175855
652.0460122570427,511.752918423912
653.1182515534879,511.8960536333652
654.1939403302877,512.0389517327395
655.2732315406292,512.1816136035709
656.3562860274935,512.3240401221824
657.4432731263907,512.4662321597226
658.5343713283067,512.6081905822101
659.6297690103057,512.749916250574
660.7296652424748,512.8914100206947
661.8342706814672,513.03267274347
662.9438085612603,513.173705264827
664.0585157949412,513.3145084257197
665.1786442048583,513.4550830622364
666.3044618968513,513.5954300056152
667.4362548015797,513.735550082283
668.574328408084,513.875444113897
669.7190097197107,514.015112917388
670.8706494682418,514.1545573050064
672.0296246292106,514.2937780843721
673.1963412900428,514.4327760585356
674.3712379334193,514.571552026047
675.5547897391663,514.7101068143375
676.7475109603076,514.8484411536645
677.9499627636206,514.9865558555454
679.1627573807132,515.1244517005823
680.38656542832,515.2621294649721
681.6221240576659,515.399589920538
682.8702466251248,515.536833834757
684.131834246548,515.6738619707933
685.4078897035959,515.8106750875304
686.6995343149308,515.9472739395995
688.0080285835219,516.0836592774189
689.3347977062698,516.2198318472111
690.6814634230761,516.3557923910136
692.0498842312817,516.4915416461671
693.4422069173875,516.6270803479945
746.7091039328494,516.6270803479945
747.04326252333,516.4915416461671
747.3517791690151,516.3557923910136
747.6367944223659,516.2198318472111
747.9001606017272,516.0836592774189
748.1434932064308,515.9472739395995
748.3682111554417,515.8106750875304
748.5755686374505,515.6738619707933
748.7666806208188,515.536833834757
748.9425435004533,515.399589920538
749.1040519689415,515.2621294649721
749.2520129227205,515.1244517005823
749.3871570160743,514.9865558555454
749.5101483317636,514.8484411536645
749.6215925301358,514.7101068143375
749.72204344039,514.571552026047
749.8120103126288,514.4327760585356
749.8919607019224,514.2937780843721
749.9623263698678,514.1545573050064
750.0235066458062,514.015112917388
750.075871708868,513.875444113897
750.1197654551733,513.735550082283
750.1555080124836,513.5954300056152
750.1833979538776,513.4550830622364
750.2037142532635,513.3145084257197
750.2167180185826,513.173705264827
750.2226540328427,513.03267274347
750.2217521285992,512.8914100206947
750.214228416247,512.749916250574
750.2002863865289,512.6081905822101
750.1801179015322,512.4662321597226
750.1539040873834,512.3240401221824
750.1218161408304,512.1816136035709
750.0840160595561,512.0389517327395
750.0406573047558,511.8960536333652
749.9918854035573,511.752918423912
749.9378384978058,511.6095452175855
749.878647844902,511.4659331222895
749.8144382765971,511.32208124068336
749.7453286143443,511.17798866964085
749.6714320611121,511.033654501047
749.5928565500787,510.8890778211608
749.5097050713143,510.74425771071344
749.4220760913987,510.5991934381865
749.3300633765365,510.4538837159963
749.2337568963624,510.3083277757229
749.1332426486598,510.1625246759511
749.0286029775443,510.01647346953524
748.9199167772013,509.8701732035514
748.8072596812111,509.7236229192493
748.6907042386308,509.57682165200447
748.5703200779681,509.42976843126644
748.4461740600632,509.2824622805124
748.3183304207304,509.1349022171931
748.186850904058,508.9870872526851
748.0517941275675,508.8390162844129
747.9132188319431,508.6906885399247
747.7711791391755,508.54210289035797
747.6257279961853,508.3932583222586
747.4769164076166,508.2441538158564
747.324793526189,508.094788345006
747.1694067376477,507.94516087712896
747.0108017407133,507.7952703731533
746.8490226223757,507.6451157874574
746.6841119288476,507.4946960678087
746.5161107325181,507.3440101553071
746.3450586951429,507.1930569843288
746.1709941275823,507.041835482476
745.9939540463922,506.8903445705448
745.8139742276417,506.738583162538
745.6310892567255,506.58655016550176
745.4453325719126,506.4342444787908
745.2567364273491,506.2816649809981
745.0653322847,506.12881058484794
744.8711503368049,505.9756801557515
744.6742198831623,505.82227256466956
744.4745692850644,505.6685866752334
744.2722260004972,505.5146213436729
744.0672166173208,505.3603754187404
743.8595668849216,505.2058477416493
743.6493017442916,505.0510371460048
743.4364453566859,504.89594245773145
743.2210211309202,504.7405624950037
743.0030517494291,504.58489606817716
742.7825591930824,504.4289419797153
742.5595647648901,504.2726990241184
742.3340891126213,504.1161659878516
742.1061522504068,503.9593416492701
741.8757735793833,503.8022247785457
741.6429719074205,503.64481413759216
741.4077654679926,503.4871084799887
741.1701719382125,503.3291065509019
740.9302084561149,503.17080708701116
740.6878916371809,503.0122088164269
740.4432375901766,502.85331045861346
740.1962619323076,502.69411072430626
739.9469798037661,502.53460831543197
739.6954058816607,502.3748019250264
739.4415543933777,502.2146902371501
739.1854391294028,502.0542719268051
738.9270734556187,501.89354565984894
738.6664703251033,501.73251009290806
738.4036422894794,501.57116387329194
738.1386015097854,501.4095056389018
737.8713597669464,501.24753401814496
737.6019284718155,501.08524762984104
737.3303186748358,500.9226450831318
737.0565410753271,500.75972497738854
736.7806060304215,500.5964859021178
736.5025235636635,500.43292643686993
736.2223033732505,500.26904515113705
735.9399548394542,500.1048406041598
735.6554870342993,499.9403113451962
735.3689087260676,499.77545591290243
735.0802283882142,499.6102728355595
734.7894542057645,499.4447606308948
734.4965940819054,499.27891780597844
734.2016556443185,499.11274285711727
733.9046462513044,498.94623426975073
733.6055729976587,498.77939051834164
733.3044427203583,498.6122100662694
733.0012620040324,498.44469136571826
732.6960371862345,498.27683285756785
732.3887743625372,498.1086329712785
732.0794793914334,497.94009012477915
731.7681578990706,497.77120272435036
731.4548152838113,497.60196916450843
731.1394567206407,497.4323878278858
730.8220869044785,497.26245694569843
730.5027110685941,497.0921751402202
730.1813335080939,496.9215406318316
729.8579585451297,496.7505517542744
729.5325902982399,496.5792068287814
729.2052326858868,496.4075041639451
728.8758894298858,496.235442055589
728.5445640587047,496.063018786636
728.2112599106498,495.8902326269728
727.8759801369398,495.7170818333168
727.5387277046674,495.5435646490766
727.1995053996602,495.3696793042146
726.8583158292386,495.19542401510546
726.5151614248733,495.0207969843925
726.1700444447509,494.8457964008449
725.8229669762424,494.67042043920856
725.4739309382878,494.49466726005926
725.1229380836966,494.318535009652
724.7699900013503,494.1420218197669
724.4150881183415,493.96512580755643
724.0582337020243,493.7878450753871
723.6994278619882,493.610177710681
723.3386715519614,493.4321217857546
722.9759655716513,493.25367535765804
722.6113105684558,493.07483646799903
722.2447070392276,492.8956031427909
721.876155331853,492.7159733922716
721.5056556468201,492.53594521073364
721.133207620772,492.3555164924557
720.7588120221554,492.17468537147954
720.382468176891,491.9934497047903
720.0041757102481,491.81180742112053
719.6239341070052,491.6297564323595
719.2417427126608,491.44729463336597
718.8576007345883,491.26441990177756
718.4715072431333,491.08113009781727
718.0834611726665,490.8974230640983
717.693461322589,490.7132966254247
717.3015063582757,490.5287485885905
716.9075948119868,490.34377674217524
716.5117250837235,490.15837885633664
716.1138954420428,489.9725526826012
715.7141040248172,489.7862959536493
715.312348839967,489.5996063831003
714.9086277661388,489.41248166529317
714.5029385533544,489.22491947506603
714.0952788237217,489.0369174675529
713.6856460732454,488.84847327821416
713.2740376599568,488.65958452004975
712.8604508379235,488.47024879027504
712.4448827170775,488.2804636617122
712.0273302866618,488.09022668729574
711.6077904106625,487.89953539880986
711.1862598281191,487.70838730663496
710.7627351534028,487.5167798994906
710.337212876467,487.324710644177
709.9096893630663,487.1321769853143
709.4801608549353,486.93917634507375
709.0486234699393,486.74570612290984
708.6150732021846,486.5517636952845
708.1795059221045,486.3573464153902
707.7419173764983,486.1624516128659
707.3023031885552,485.96707659351097
706.8606588578215,485.7712186389929
706.4169797601618,485.57487500655253
705.9712611476692,485.37804292870214
705.5234981487574,485.1807196129657
705.0736857665011,484.98290224124855
704.6218188822914,484.7845879703313
704.1678922511259,484.58577393060216
703.711900503844,484.38645722625415
703.25383814634,484.1866349348466
702.7936995592657,483.98630410697166
702.3314789976852,483.7854617659114
701.8671705907065,483.5841049072912
701.4007683410833,483.38223049872863
700.9322661247853,483.1798354794751
700.4616576905386,482.9769167600532
699.9889366592685,482.7734712218726
699.514096523794,482.56949571690154
699.0371306480142,482.3649870672297
698.5580322664379,482.1599420647046
698.0767944835629,481.9543574705363
697.5934102732261,481.7482300148958
697.1078724779247,481.54155639650753
696.6201738080812,481.3343332822297
696.1303068413844,481.1265573066506
695.638264021906,480.9182250716364
695.1440376593494,480.7093331459075
694.6476199282213,480.49987806459706
694.1490028669332,480.2898563287939
693.6481783769168,480.079264405089
693.1451382216796,479.8680987251063
692.6398740258364,479.6563556850288
692.1323772741061,479.44403164511584
691.6226393102728,479.2311229292114
691.1106513361175,479.01762582424493
690.5964044103105,478.8035365797225
